,City,Elbil,interval,week,year
12552,Esbjerg,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12553,Espergærde,23.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12554,Faaborg,12.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12555,Fanø,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12556,Farum,14.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12557,Faxe Ladeplads,14.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12558,Fredensborg,17.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12559,Fredericia,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12560,Frederiksberg,10.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12561,Frederikshavn,12.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12562,Frederikssund,18.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12563,Frederiksværk,19.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12564,Galten,24.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12565,Gentofte,14.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12566,Gesten,14.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12567,Gilleleje,9.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12568,Give,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12569,Glostrup,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12570,Graested,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12571,Grenaa,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12572,Greve Strand,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12573,Grindsted,12.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12574,Gråsten,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12575,Haderslev,10.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12576,Hadsten,18.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12577,Hadsund,22.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12578,Hammel,12.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12579,Harlev,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12580,Haslev,12.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12581,Hasselager,22.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12582,Hedehusene,15.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12583,Hedensted,14.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12584,Hellerup,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12585,Helsinge,18.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12586,Helsingør,16.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12587,Herlev,12.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12588,Herning,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12589,Hillerød,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12590,Hinnerup,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12591,Hjallerup,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12592,Hjørring,15.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12593,Hobro,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12594,Holbæk,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12595,Holstebro,8.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12596,Holte,18.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12597,Hornslet,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12598,Humlebæk,16.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12599,Hvidovre,10.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12600,Højbjerg,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12601,Hørsholm,14.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12602,Ikast,7.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12603,Ishøj,16.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12604,Juelsminde,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12605,Jyllinge,20.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12606,Jægerspris,10.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12607,Kalundborg,19.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12608,Karise,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12609,Karlslunde,20.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12610,Karup,26.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12611,Kastrup,14.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12612,Kerteminde,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12613,Kirke Hyllinge,20.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12614,Kjellerup,100.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12615,Klampenborg,20.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12616,Kokkedal,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12617,Kolding,15.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12618,Kolind,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12619,Korsør,7.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12620,Køge,16.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12621,Langaa,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12622,Lemvig,9.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12623,Lillerød,15.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12624,Lunderskov,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12625,Lyngby,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12626,Lynge,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12627,Lystrup,20.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12628,Løkken,16.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12629,Marslet,29.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12630,Middelfart,20.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12631,Mørkøv,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12632,Nakskov,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12633,Nexø,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12634,Nibe,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12635,Nivå,29.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12636,Nordborg,17.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12637,Norresundby,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12638,Nyborg,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12639,Nykøbing Falster,7.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12640,Nærum,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12641,Næstved,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12642,Nørre Asmindrup,22.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12643,Odder,10.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12644,Odense,12.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12645,Otterup,14.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12646,Randers,12.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12647,Ribe,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12648,Ringe,7.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12649,Ringkobing,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12650,Ringsted,14.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12651,Risskov,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12652,Roskilde,12.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12653,Rungsted Kyst,14.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12654,Ry,16.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12655,Rødding,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12656,Rødekro,18.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12657,Rødovre,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12658,Rønde,14.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12659,Rønne,10.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12660,Rørvig,14.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12661,Sakskobing,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12662,Samsø Municipality,10.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12663,Silkeborg,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12664,Sindal,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12665,Skanderborg,17.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12666,Skibby,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12667,Skive,10.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12668,Skjern,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12669,Skovlunde,16.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12670,Skødstrup,24.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12671,Slagelse,9.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12672,Slangerup,26.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12673,Smorum,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12674,Solrød Strand,13.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12675,Sonderso,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12676,Sorø,9.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12677,Spøttrup,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12678,Stavtrup,15.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12679,Struer,12.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12680,Støvring,10.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12681,Sunds,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12682,Svendborg,14.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12683,Svenstrup,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12684,Sydals,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12685,Sæby,16.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12686,Søborg,9.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12687,Sønderborg,10.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12688,Taastrup,12.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12689,Tarm,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12690,Thisted,10.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12691,Tilst,19.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12692,Tranbjerg J,23.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12693,Tønder,10.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12694,Vallensbæk,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12695,Vamdrup,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12696,Varde,5.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12697,Vedbæk,12.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12698,Vejle,11.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12699,Veksø,15.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12700,Viborg,12.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12701,Videbaek,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12702,Virum,19.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12703,Vodskov,19.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12704,Vojens,10.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12705,Vordingborg,9.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12706,Værløse,22.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12707,Årslev,0.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12708,Ølstykke,12.0,2020-08-31T00 2020-09-06T00,36.0,2020.0
12709,Aakirkeby,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12710,Aalestrup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12711,Aarup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12712,Allinge,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12713,Almind,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12714,Ans,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12715,Ansager,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12716,Augustenborg,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12717,Bagsværd,28.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12718,Beder,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12719,Billund,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12720,Birkerød,28.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12721,Bjerringbro,31.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12722,Bjert,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12723,Bjæverskov,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12724,Bogense,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12725,Borup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12726,Bramming,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12727,Brande,27.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12728,Broager,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12729,Broby,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12730,Bronderslev,27.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12731,Brøndby,26.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12732,Brøndby Strand,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12733,Brørup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12734,Børkop,39.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12735,Dianalund,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12736,Dragør,35.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12737,Dronningmølle,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12738,Ebeltoft,31.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12739,Egtved,42.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12740,Ejby,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12741,Engesvang,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12742,Espergærde,37.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12743,Faaborg,31.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12744,Farsø,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12745,Farum,28.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12746,Faxe Ladeplads,37.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12747,Fjerritslev,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12748,Fredensborg,36.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12749,Frederikshavn,31.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12750,Fuglebjerg,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12751,Fårup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12752,Gadstrup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12753,Galten,41.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12754,Gedved,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12755,Gilleleje,29.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12756,Gistrup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12757,Give,27.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12758,Glesborg,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12759,Gram,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12760,Grenaa,28.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12761,Greve Strand,26.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12762,Grindsted,37.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12763,Gråsten,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12764,Gørlev,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12765,Haarby,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12766,Hadsund,32.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12767,Hals,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12768,Harlev,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12769,Haslev,29.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12770,Hasselager,35.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12771,Havdrup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12772,Hedehusene,26.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12773,Helsinge,38.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12774,Herfølge,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12775,Herlufmagle,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12776,Hirtshals,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12777,Hjallerup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12778,Hjørring,29.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12779,Hobro,26.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12780,Holmegaard,59.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12781,Holsted,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12782,Holte,31.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12783,Hornbæk,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12784,Hornslet,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12785,Hornsyld,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12786,Humlebæk,32.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12787,Hvalsø,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12788,Hårlev,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12789,Højbjerg,26.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12790,Højby,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12791,Hørsholm,31.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12792,Jelling,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12793,Jerslev Sj,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12794,Juelsminde,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12795,Jyderup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12796,Jyllinge,27.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12797,Jægerspris,51.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12798,Kalundborg,28.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12799,Karise,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12800,Karlslunde,28.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12801,Karup,36.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12802,Kastrup,29.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12803,Kerteminde,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12804,Kirke Hyllinge,48.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12805,Kirke Såby,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12806,Kjellerup,100.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12807,Klampenborg,32.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12808,Korsør,30.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12809,Langaa,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12810,Langeskov,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12811,Lejre,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12812,Lem,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12813,Lille Skensved,30.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12814,Lillerød,31.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12815,Lynge,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12816,Lystrup,41.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12817,Løgstrup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12818,Løkken,26.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12819,Løsning,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12820,Malling,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12821,Mariager,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12822,Maribo,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12823,Marslet,40.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12824,Melby,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12825,Middelfart,34.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12826,Munkebo,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12827,Mørke,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12828,Mørkøv,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12829,Nakskov,35.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12830,Nivå,43.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12831,Norager,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12832,Nordborg,51.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12833,Norre Alslev,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12834,Nyborg,28.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12835,Næstved,26.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12836,Nørre Aaby,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12837,Nørre Asmindrup,35.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12838,Nørre Snede,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12839,Odder,26.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12840,Oksbøl,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12841,Ostbirk,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12842,Otterup,27.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12843,Ringsted,28.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12844,Ronnede,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12845,Ry,44.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12846,Rødding,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12847,Rødovre,30.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12848,Rørvig,35.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12849,Sakskobing,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12850,Sindal,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12851,Sjølund,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12852,Skagen,32.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12853,Skals,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12854,Skanderborg,34.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12855,Skibby,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12856,Skovlunde,30.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12857,Skævinge,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12858,Skødstrup,48.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12859,Slagelse,27.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12860,Slangerup,41.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12861,Smorum,33.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12862,Snedsted,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12863,Solbjerg,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12864,Sorø,29.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12865,Spentrup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12866,Spøttrup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12867,Stege,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12868,Stenderup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12869,Stenlille,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12870,Stenstrup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12871,Stensved,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12872,Store Heddinge,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12873,Storvorde,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12874,Struer,28.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12875,Støvring,31.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12876,Sunds,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12877,Svendborg,29.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12878,Svenstrup,32.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12879,Sæby,28.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12880,Tappernøje,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12881,Tjele,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12882,Toftlund,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12883,Tommerup,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12884,Tranbjerg J,33.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12885,Trige,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12886,Tune,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12887,Vallensbæk,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12888,Vallensbæk,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12889,Vedbæk,32.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12890,Vejby,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12891,Veksø,40.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12892,Vester Skerninge,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12893,Videbaek,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12894,Vig,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12895,Vildbjerg,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12896,Vipperød,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12897,Virum,27.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12898,Vissenbjerg,0.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12899,Vodskov,26.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
12900,Vordingborg,34.0,2020-09-07T00 2020-09-13T00,37.0,2020.0
